Protein_Name,Protein_Labels,Source,Predicted results,
O22034,chloroplast,,stroma,
O22077,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
O22572,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,Plastoglobule,
O22573,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
O22645,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,stroma,
O22707,chloroplast,,membrane,
O22812,chloroplast,By Similarity|UniProtKB:Q8VYJ2,membrane,
O22892,chloroplast,By Similarity|UniProtKB:Q9NZM5,stroma,
O23052,chloroplast,,stroma,
O23193,chloroplast,Publication|PubMed:18431481,envelope,stroma
O23278,chloroplast,Manual assertion,stroma,
O23550,chloroplast,,stroma,
O24045,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
O24528,chloroplast,,stroma,
O24634,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,stroma,
O24689,chloroplast,,stroma,
O24690,chloroplast,,stroma,
O24691,chloroplast,,stroma,
O24692,chloroplast,,membrane,
O24693,chloroplast,,stroma,
O24694,chloroplast,,membrane,
O24697,chloroplast,,membrane,
O24698,chloroplast,,membrane,
O24699,chloroplast,,,
O24700,chloroplast,,membrane,
O24701,chloroplast,,membrane,
O24702,chloroplast,,envelope,stroma
O24703,chloroplast,,envelope,
O24704,chloroplast,,membrane,
O24705,chloroplast,,membrane,
O24708,chloroplast,,membrane,
O24709,chloroplast,,membrane,
O24711,chloroplast,,envelope,
O25300,chloroplast,Manual assertion,,
O31160,chloroplast,,stroma,
O32986,chloroplast,,envelope,
O33021,chloroplast,By Similarity,stroma,
O36051,chloroplast,,envelope,
O36052,chloroplast,,,
O36054,chloroplast,,envelope,
O36057,chloroplast,,envelope,
O40984,chloroplast,Manual assertion,stroma,
O40985,chloroplast,By Similarity,,
O46896,chloroplast,,,
O46897,chloroplast,,envelope,
O46898,chloroplast,,stroma,
O46899,chloroplast,,envelope,Plastoglobule
O46900,chloroplast,,stroma,
O46901,chloroplast,,envelope,
O46902,chloroplast,,envelope,
O46903,chloroplast,,,
O46904,chloroplast,,stroma,
O46905,chloroplast,,Plastoglobule,
O46906,chloroplast,,envelope,
O46907,chloroplast,,envelope,
O46908,chloroplast,,membrane,
O46909,chloroplast,,envelope,
O46910,chloroplast,,stroma,
O46913,chloroplast,,envelope,stroma
O46915,chloroplast,,envelope,
O46917,chloroplast,,envelope,
O46993,chloroplast,,envelope,
O46996,chloroplast,,envelope,
O47026,chloroplast,,membrane,
O47027,chloroplast,,stroma,
O47125,chloroplast,,membrane,
O47128,chloroplast,,stroma,
O47129,chloroplast,,membrane,
O47135,chloroplast,,membrane,
O47141,chloroplast,,membrane,
O47143,chloroplast,,stroma,
O47150,chloroplast,,envelope,
O47157,chloroplast,,Plastoglobule,
O47164,chloroplast,,Plastoglobule,
O47169,chloroplast,,envelope,
O47170,chloroplast,,stroma,
O48529,chloroplast,Manual assertion,envelope,
O48550,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,stroma,
O48897,chloroplast,By Similarity,stroma,
O49290,chloroplast,Publication|PubMed:18431481,stroma,
O49619,chloroplast,Manual assertion,envelope,
O51878,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
O52337,chloroplast,,membrane,
O55519,chloroplast,Manual assertion,stroma,
O62940,chloroplast,,envelope,
O62951,chloroplast,,stroma,
O62952,chloroplast,,stroma,
O62953,chloroplast,,stroma,
O62954,chloroplast,,stroma,
O62961,chloroplast,,membrane,
O62984,chloroplast,,stroma,
O62991,chloroplast,,stroma,
O62992,chloroplast,,stroma,
O63057,chloroplast,,envelope,
O63070,chloroplast,,stroma,
O63071,chloroplast,,stroma,
O63072,chloroplast,,stroma,
O63930,chloroplast,,membrane,
O64416,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,stroma,
O64624,chloroplast,Manual assertion,membrane,
O65194,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,Plastoglobule,
O65349,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
O65693,chloroplast,Manual assertion,envelope,
O66094,chloroplast,,membrane,
O66097,chloroplast,,stroma,
O66436,chloroplast,,membrane,
O66566,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
O67088,chloroplast,,stroma,
O78248,chloroplast,,stroma,
O78252,chloroplast,,envelope,
O78253,chloroplast,,membrane,
O78254,chloroplast,,envelope,
O78256,chloroplast,,envelope,
O78405,chloroplast,,stroma,
O78409,chloroplast,,stroma,
O78412,chloroplast,,membrane,
O78413,chloroplast,,stroma,
O78414,chloroplast,,membrane,
O78417,chloroplast,,membrane,
O78422,chloroplast,,membrane,
O78423,chloroplast,,,
O78425,chloroplast,,stroma,
O78429,chloroplast,,stroma,
O78430,chloroplast,,envelope,
O78432,chloroplast,,membrane,
O78434,chloroplast,,membrane,
O78435,chloroplast,,envelope,
O78436,chloroplast,,envelope,
O78439,chloroplast,,stroma,membrane
O78442,chloroplast,,envelope,
O78447,chloroplast,,envelope,
O78450,chloroplast,,envelope,
O78458,chloroplast,,,
O78472,chloroplast,,envelope,
O78474,chloroplast,,envelope,
O78481,chloroplast,,membrane,
O78482,chloroplast,,stroma,
O78486,chloroplast,,Plastoglobule,
O78487,chloroplast,,envelope,
O78488,chloroplast,,envelope,
O78489,chloroplast,,Plastoglobule,
O78495,chloroplast,,envelope,
O78496,chloroplast,,envelope,
O78506,chloroplast,,,
O79977,chloroplast,,envelope,
O80363,chloroplast,,Plastoglobule,
O80522,chloroplast,Manual assertion,Plastoglobule,
O80813,chloroplast,Manual assertion,stroma,
O80934,chloroplast,Manual assertion,envelope,
O80940,chloroplast,Manual assertion,envelope,
O81304,chloroplast,Publication|PubMed:22274653,envelope,
O81332,chloroplast,By Similarity,membrane,
O81908,chloroplast,Manual assertion,Plastoglobule,
O82243,chloroplast,,stroma,
O82264,chloroplast,,stroma,
O82290,chloroplast,Manual assertion,,
O83224,chloroplast,,stroma,
O84528,chloroplast,,envelope,
O85387,chloroplast,,envelope,
O98370,chloroplast,,envelope,
O98449,chloroplast,,Plastoglobule,
O98451,chloroplast,,,
O98452,chloroplast,,Plastoglobule,
O98453,chloroplast,,envelope,
O98454,chloroplast,,Plastoglobule,
O98455,chloroplast,,stroma,
O98456,chloroplast,,envelope,
O98458,chloroplast,,envelope,
O98459,chloroplast,Manual assertion|HAMAP-Rule:MF_00075,envelope,
O98461,chloroplast,,stroma,
O98634,chloroplast,,stroma,
O98635,chloroplast,,membrane,
O98636,chloroplast,,,
O98637,chloroplast,,Plastoglobule,
O98639,chloroplast,,Plastoglobule,
O98840,chloroplast,,,
O98946,chloroplast,Manual assertion|HAMAP-Rule:MF_00859,Plastoglobule,
O98948,chloroplast,Manual assertion|HAMAP-Rule:MF_00859,Plastoglobule,
P00220,chloroplast,,,
P00222,chloroplast,,,
P00227,chloroplast,,,
P00233,chloroplast,,stroma,
P00238,chloroplast,,envelope,
P00865,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,Plastoglobule,
P00868,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,,
P00869,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,Plastoglobule,
P00871,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,,
P00872,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,stroma,
P02376,chloroplast,,stroma,
P02991,chloroplast,,stroma,
P03569,chloroplast,By Similarity,stroma,
P04714,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,Plastoglobule,
P04715,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,envelope,
P05115,chloroplast,,Plastoglobule,
P05346,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,,
P05638,chloroplast,,stroma,
P05726,chloroplast,,stroma,
P05727,chloroplast,,envelope,
P05728,chloroplast,,,
P06354,chloroplast,,Plastoglobule,
P06355,chloroplast,,membrane,
P06356,chloroplast,,envelope,
P06357,chloroplast,,envelope,
P06358,chloroplast,,Plastoglobule,
P06360,chloroplast,,stroma,
P06362,chloroplast,,,
P06363,chloroplast,,envelope,
P06364,chloroplast,,,
P06368,chloroplast,,,
P06370,chloroplast,,Plastoglobule,stroma
P06372,chloroplast,,envelope,
P06373,chloroplast,,membrane,
P06374,chloroplast,,Plastoglobule,
P06375,chloroplast,,,
P06377,chloroplast,,envelope,
P06378,chloroplast,,envelope,
P06379,chloroplast,,envelope,
P06381,chloroplast,,,
P06382,chloroplast,,membrane,
P06383,chloroplast,,envelope,
P06384,chloroplast,,envelope,
P06385,chloroplast,,Plastoglobule,
P06386,chloroplast,,stroma,
P06387,chloroplast,,stroma,
P06388,chloroplast,,envelope,
P06389,chloroplast,,envelope,
P06390,chloroplast,,stroma,
P06391,chloroplast,,envelope,
P06392,chloroplast,,membrane,
P06393,chloroplast,,membrane,
P06510,chloroplast,,stroma,
P06586,chloroplast,,stroma,
P06587,chloroplast,,membrane,
P06588,chloroplast,,stroma,membrane
P06849,chloroplast,Manual assertion,stroma,
P06946,chloroplast,By Similarity,membrane,
P07089,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,envelope,
P07133,chloroplast,,stroma,
P07134,chloroplast,,membrane,
P07398,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
P07484,chloroplast,,membrane,
P07816,chloroplast,,stroma,
P07838,chloroplast,,stroma,
P08135,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
P08241,chloroplast,,envelope,
P08444,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
P08474,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
P08527,chloroplast,,stroma,
P08698,chloroplast,Manual assertion|HAMAP-Rule:MF_00075,stroma,
P08705,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
P08974,chloroplast,,stroma,
P09218,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
P09387,chloroplast,,stroma,
P09510,chloroplast,Manual assertion,membrane,
P09513,chloroplast,Publication|PubMed:15971210,envelope,
P09561,chloroplast,,envelope,
P09735,chloroplast,,envelope,
P09886,chloroplast,,envelope,
P09887,chloroplast,,membrane,
P0A063,chloroplast,Manual assertion,stroma,membrane
P0A064,chloroplast,Manual assertion,envelope,
P0A065,chloroplast,Manual assertion,,
P0A066,chloroplast,Manual assertion,,
P0A069,chloroplast,Manual assertion,,
P0A1W2,chloroplast,By Similarity,membrane,
P0A1W3,chloroplast,By Similarity,envelope,
P0A4H1,chloroplast,Manual assertion|HAMAP-Rule:MF_01465,stroma,
P0AB99,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
P0C0D3,chloroplast,,stroma,
P0C0D4,chloroplast,,membrane,
P0C262,chloroplast,By Similarity|UniProtKB:P56785,envelope,
P0C2C0,chloroplast,Publication|PubMed:9857009,stroma,
P0C304,chloroplast,,stroma,
P0C305,chloroplast,,stroma,
P0C306,chloroplast,,stroma,
P0C307,chloroplast,,envelope,stroma
P0C308,chloroplast,,stroma,
P0C309,chloroplast,,membrane,
P0C310,chloroplast,,envelope,
P0C311,chloroplast,,stroma,
P0C378,chloroplast,Manual assertion|HAMAP-Rule:MF_00075,envelope,stroma
P0C379,chloroplast,Manual assertion|HAMAP-Rule:MF_00075,envelope,
P0C380,chloroplast,Manual assertion|HAMAP-Rule:MF_00075,stroma,
P0C438,chloroplast,,envelope,stroma
P0C439,chloroplast,,envelope,
P0C440,chloroplast,,,
P0C441,chloroplast,,envelope,membrane
P0C442,chloroplast,,envelope,
P0C443,chloroplast,,membrane,
P0C452,chloroplast,,stroma,
P0C453,chloroplast,,membrane,
P0C454,chloroplast,,membrane,
P0C455,chloroplast,,stroma,
P0C456,chloroplast,,envelope,
P0C457,chloroplast,,stroma,
P0C462,chloroplast,,envelope,
P0C463,chloroplast,,Plastoglobule,
P0C464,chloroplast,,stroma,
P0C465,chloroplast,,,
P0C466,chloroplast,,envelope,
P0C468,chloroplast,,envelope,
P0C469,chloroplast,,,
P0C470,chloroplast,,stroma,
P0C471,chloroplast,,,
P0C472,chloroplast,,envelope,Plastoglobule
P0C473,chloroplast,,envelope,
P0C474,chloroplast,,membrane,
P0C480,chloroplast,,envelope,
P0C481,chloroplast,,stroma,
P0C482,chloroplast,,envelope,
P0C483,chloroplast,,envelope,
P0C492,chloroplast,,membrane,
P0C493,chloroplast,,stroma,
P0C648,chloroplast,Manual assertion,stroma,
P0CJ42,chloroplast,Manual assertion,stroma,
P0CV31,chloroplast,Publication|PubMed:29706971,stroma,
P0CV72,chloroplast,Publication|PubMed:29706971,Plastoglobule,
P0CZ90,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
P0CZ91,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
P0DE22,chloroplast,,membrane,
P0DE23,chloroplast,,stroma,
P0DH79,chloroplast,Manual assertion,envelope,
P0DKC4,chloroplast,Manual assertion,envelope,
P10053,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,stroma,
P10139,chloroplast,,stroma,
P10359,chloroplast,,Plastoglobule,
P10647,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
P10770,chloroplast,,stroma,
P11094,chloroplast,,stroma,
P11538,chloroplast,,,
P12134,chloroplast,Manual assertion|HAMAP-Rule:MF_00075,,
P12136,chloroplast,Manual assertion,envelope,stroma
P12151,chloroplast,,envelope,
P12173,chloroplast,,envelope,
P12174,chloroplast,,envelope,
P12176,chloroplast,,Plastoglobule,
P12195,chloroplast,,envelope,
P12196,chloroplast,,,
P12198,chloroplast,,envelope,
P12223,chloroplast,By Similarity|UniProtKB:P56785,stroma,
P12347,chloroplast,,envelope,
P12404,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,,
P12468,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,stroma,
P12811,chloroplast,,stroma,
P12984,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,membrane,
P13577,chloroplast,,stroma,
P13951,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,stroma,
P14634,chloroplast,,membrane,
P14757,chloroplast,,membrane,
P14761,chloroplast,,,
P14766,chloroplast,,Plastoglobule,
P14947,chloroplast,,membrane,
P14948,chloroplast,,envelope,
P14960,chloroplast,Manual assertion|HAMAP-Rule:MF_00859,stroma,
P14961,chloroplast,Manual assertion|HAMAP-Rule:MF_00859,membrane,
P14985,chloroplast,By Similarity,stroma,
P14986,chloroplast,By Similarity,stroma,
P14992,chloroplast,Manual assertion,membrane,
P15577,chloroplast,,stroma,
P15602,chloroplast,,membrane,
P15755,chloroplast,,envelope,
P15759,chloroplast,,stroma,
P15765,chloroplast,,membrane,
P16031,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,envelope,stroma
P16037,chloroplast,,Plastoglobule,
P16128,chloroplast,,membrane,
P16129,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
P16130,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
P16131,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,stroma,
P16132,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,stroma,
P16133,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,,
P16134,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
P16135,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,envelope,
P16136,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,envelope,
P16137,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
P16138,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,stroma,
P16631,chloroplast,,membrane,
P17093,chloroplast,,stroma,
P17292,chloroplast,,membrane,
P17381,chloroplast,Manual assertion,membrane,
P17537,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
P17673,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
P17703,chloroplast,,envelope,
P17746,chloroplast,,stroma,
P17933,chloroplast,,stroma,
P17966,chloroplast,Manual assertion,membrane,
P18062,chloroplast,,stroma,
P18566,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,envelope,
P18661,chloroplast,,envelope,
P18905,chloroplast,,envelope,
P18960,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,envelope,
P19036,chloroplast,Manual assertion,stroma,
P19037,chloroplast,Manual assertion,membrane,
P19165,chloroplast,,stroma,
P19167,chloroplast,,stroma,
P19169,chloroplast,,stroma,
P19170,chloroplast,,envelope,
P19308,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
P19309,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
P19310,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,stroma,
P19311,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
P19312,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,,
P19457,chloroplast,,stroma,
P19458,chloroplast,,membrane,
P19459,chloroplast,,membrane,
P19460,chloroplast,Manual assertion|HAMAP-Rule:MF_00508,stroma,
P19593,chloroplast,,stroma,
P19682,chloroplast,,stroma,
P19948,chloroplast,,stroma,
P20600,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,envelope,
P21434,chloroplast,,membrane,
P21508,chloroplast,,,
P21510,chloroplast,,envelope,
P21511,chloroplast,,envelope,
P21512,chloroplast,,stroma,
P22237,chloroplast,By Similarity,stroma,
P22284,chloroplast,,stroma,
P22285,chloroplast,,,
P22286,chloroplast,,membrane,
P22341,chloroplast,,stroma,
P22433,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,stroma,
P22472,chloroplast,Manual assertion,stroma,
P22473,chloroplast,Manual assertion|PubMed:20190042,stroma,
P22476,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
P23103,chloroplast,,membrane,
P23263,chloroplast,,,
P23311,chloroplast,,membrane,
P23652,chloroplast,Manual assertion|HAMAP-Rule:MF_00859,stroma,
P24007,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
P24352,chloroplast,,stroma,
P24354,chloroplast,,stroma,
P24395,chloroplast,Manual assertion|HAMAP-Rule:MF_00859,envelope,
P24683,chloroplast,Manual assertion|HAMAP-Rule:MF_00859,stroma,
P24685,chloroplast,,stroma,
P25458,chloroplast,Manual assertion|HAMAP-Rule:MF_00859,stroma,
P25461,chloroplast,,stroma,
P25761,chloroplast,By Similarity,,
P25875,chloroplast,,membrane,
P25965,chloroplast,By Similarity,membrane,
P26565,chloroplast,,membrane,
P26566,chloroplast,,membrane,
P26573,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
P26574,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,Plastoglobule,
P26575,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,stroma,
P26576,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,envelope,
P26577,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,envelope,
P26667,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,,
P26844,chloroplast,,membrane,
P26985,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
P27060,chloroplast,,membrane,
P27107,chloroplast,,stroma,
P27178,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
P27419,chloroplast,,envelope,stroma
P27578,chloroplast,Manual assertion,membrane,
P27583,chloroplast,,membrane,
P27723,chloroplast,,membrane,
P27751,chloroplast,,membrane,
P27919,chloroplast,,membrane,
P27985,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
P28521,chloroplast,,stroma,
P28644,chloroplast,,,
P28890,chloroplast,By Similarity,stroma,
P29047,chloroplast,,membrane,
P29189,chloroplast,,membrane,
P29214,chloroplast,,envelope,
P29215,chloroplast,,stroma,
P29222,chloroplast,,membrane,
P29249,chloroplast,By Similarity,membrane,
P29684,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,stroma,
P30071,chloroplast,,membrane,
P30222,chloroplast,,membrane,
P30389,chloroplast,,stroma,
P30390,chloroplast,,stroma,
P30397,chloroplast,,envelope,
P30722,chloroplast,,,
P31162,chloroplast,,stroma,
P31163,chloroplast,,,
P31204,chloroplast,,envelope,
P31333,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,envelope,
P31558,chloroplast,,envelope,stroma
P31915,chloroplast,,membrane,
P32033,chloroplast,By Similarity,membrane,
P32060,chloroplast,,stroma,
P32087,chloroplast,,membrane,
P32088,chloroplast,,stroma,
P32764,chloroplast,Manual assertion|HAMAP-Rule:MF_00860,membrane,
P32976,chloroplast,,stroma,
P33251,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
P33954,chloroplast,,membrane,
P34961,chloroplast,,membrane,
P35014,chloroplast,,,
P35018,chloroplast,,stroma,
P35019,chloroplast,,membrane,
P35020,chloroplast,,membrane,
P35087,chloroplast,,membrane,
P35450,chloroplast,By Similarity,stroma,membrane
P35912,chloroplast,,membrane,
P36211,chloroplast,,stroma,
P36435,chloroplast,,stroma,
P36436,chloroplast,,membrane,
P36451,chloroplast,,stroma,
P36456,chloroplast,,envelope,stroma
P36459,chloroplast,,stroma,
P36472,chloroplast,,stroma,
P36493,chloroplast,,stroma,
P36688,chloroplast,,stroma,
P37394,chloroplast,Manual assertion|HAMAP-Rule:MF_00859,stroma,
P37706,chloroplast,By Similarity,stroma,
P37943,chloroplast,Manual assertion,stroma,
P38511,chloroplast,,stroma,
P41013,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,envelope,
P41025,chloroplast,Manual assertion,stroma,
P41026,chloroplast,Manual assertion,Plastoglobule,
P41027,chloroplast,Manual assertion,membrane,
P41545,chloroplast,,stroma,
P41548,chloroplast,,stroma,
P41549,chloroplast,,stroma,
P41550,chloroplast,,membrane,
P41552,chloroplast,,membrane,
P41605,chloroplast,,envelope,
P41610,chloroplast,,membrane,
P41612,chloroplast,,membrane,
P41630,chloroplast,,membrane,
P41632,chloroplast,Manual assertion|HAMAP-Rule:MF_00075,membrane,
P41633,chloroplast,,stroma,membrane
P41634,chloroplast,,membrane,
P41635,chloroplast,,stroma,
P41641,chloroplast,,membrane,
P41648,chloroplast,,membrane,
P41651,chloroplast,,membrane,
P41652,chloroplast,,stroma,
P42010,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
P42340,chloroplast,,Plastoglobule,
P42342,chloroplast,,envelope,
P42343,chloroplast,,membrane,
P42344,chloroplast,,membrane,
P42353,chloroplast,,membrane,
P42355,chloroplast,,membrane,
P42668,chloroplast,Manual assertion,membrane,
P43214,chloroplast,,membrane,
P43215,chloroplast,,membrane,
P43216,chloroplast,,stroma,
P43454,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
P43719,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
P44454,chloroplast,By Similarity,envelope,
P45829,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,stroma,
P46227,chloroplast,,envelope,
P46267,chloroplast,,Plastoglobule,
P46292,chloroplast,,,
P46307,chloroplast,,membrane,
P46618,chloroplast,Manual assertion|HAMAP-Rule:MF_00075,membrane,
P46666,chloroplast,,membrane,
P47402,chloroplast,,,
P47645,chloroplast,Manual assertion|HAMAP-Rule:MF_01393,lumen,
P48190,chloroplast,,,
P48384,chloroplast,By Similarity,stroma,
P49169,chloroplast,,Plastoglobule,
P49314,chloroplast,,membrane,
P49462,chloroplast,,envelope,
P49463,chloroplast,,membrane,
P49490,chloroplast,,membrane,
P49491,chloroplast,,stroma,
P49493,chloroplast,,stroma,
P49494,chloroplast,,stroma,
P49495,chloroplast,,membrane,
P49496,chloroplast,,envelope,
P49497,chloroplast,,membrane,
P49498,chloroplast,Manual assertion|HAMAP-Rule:MF_00508,stroma,
P49499,chloroplast,,,
P49500,chloroplast,,stroma,
P49502,chloroplast,,envelope,
P49503,chloroplast,,,
P49504,chloroplast,,,
P49505,chloroplast,,membrane,
P49506,chloroplast,,envelope,
P49507,chloroplast,,membrane,
P49517,chloroplast,,membrane,
P49518,chloroplast,,stroma,
P49519,chloroplast,,stroma,
P49521,chloroplast,Manual assertion|HAMAP-Rule:MF_00859,stroma,
P49530,chloroplast,,stroma,
P49534,chloroplast,,membrane,
P49536,chloroplast,,membrane,
P49537,chloroplast,Manual assertion,envelope,
P49540,chloroplast,,stroma,
P49541,chloroplast,,Plastoglobule,
P49544,chloroplast,,,
P49547,chloroplast,,membrane,
P49548,chloroplast,,envelope,
P49549,chloroplast,,stroma,
P49550,chloroplast,,,
P49551,chloroplast,,stroma,
P49552,chloroplast,,stroma,
P49553,chloroplast,,,
P49554,chloroplast,,envelope,
P49555,chloroplast,,envelope,
P49556,chloroplast,,stroma,
P49557,chloroplast,,membrane,
P49558,chloroplast,,membrane,
P49559,chloroplast,,stroma,
P49560,chloroplast,,,
P49561,chloroplast,,membrane,
P49562,chloroplast,,membrane,
P49563,chloroplast,,membrane,
P49564,chloroplast,,stroma,membrane
P49565,chloroplast,,stroma,
P49567,chloroplast,,membrane,
P49574,chloroplast,,membrane,
P49826,chloroplast,,membrane,
P49827,chloroplast,,stroma,
P50010,chloroplast,By Similarity,lumen,
P50315,chloroplast,,stroma,
P50371,chloroplast,,membrane,
P50372,chloroplast,,membrane,
P50373,chloroplast,,membrane,
P50374,chloroplast,,membrane,
P50375,chloroplast,,stroma,
P50376,chloroplast,,membrane,
P50377,chloroplast,,stroma,
